"Bulk","R14"
-22809689794.0621,14.9311350167545
-356.678451955314,15.5085069735639
-356.11578035691,19.9714329993452
-129685543699.474,17.1169128902744
-273.816887679939,19.6274507796446
-125452908258.97,19.2005269756979
-3256220129.93155,19.3137928915141
-2188389196.43663,19.3083973404744
-1437225577838.87,15.3560600123033
-340.83946057029,13.6082484398956
-131.135924890199,12.9707512912656
-260.739075881003,17.2080993028096
-362.635969354753,12.9743420905981
-378.32883707078,13.1355261689297
-58733571774.195,14.6053730160363
-44582633463.3504,16.0740259069849
-390.049268724594,18.7996300067661
-335.884551674222,20.0665777659925
-53646495.5114547,19.5520719079301
-1044532740987.99,18.7964829103204
-1350028590489.76,15.4743588216959
-249.681698624829,16.0768340109998
-122.106766502774,13.7447115577962
-331.691948037801,15.5702866259666
-10330357654.2552,12.7367089165293
-152376883129.597,13.1689843928058
-330.982225823434,15.2146061750724
-326.495930397569,19.7010727807518
-378.771971111585,19.4390695195459
-557594829023.019,16.251181146508
-1685192637171.09,17.5652174352339
-219119413494.834,17.9053782334671
-1005846997092.82,15.6243660742541
-221.569258177805,16.3055454676004
-236.664526770283,16.4994345873895
-341.849888346717,14.0331962676024
-17915405869.2472,12.7198044670309
-47874957911.4311,13.0557849758806
-377.266836128843,13.6744760601035
-314.350544358302,19.9716233004628
-154910198960.737,16.0948056991537
-2318572565352.91,15.9041605662948
-351.002025082307,19.6327095223978
-352266508826.997,20.0547172707204
-12037237496.6692,16.1601698967591
-167.803468252769,11.1724889763871
-266.151800043537,18.3813757832245
-350.936837727607,14.1349384999183
-356.381231651771,11.8337976427276
-250055327128.175,13.1656705772958
-101000752.291978,13.7179687153248
-323.194555973727,17.8632240880672
-330.913825804312,17.5787164824226
-1130322222012.29,15.6782257573247
-1201966556197.19,17.8642222435779
-6699218605.07934,16.3665526231089
-284.134084655492,16.675913016533
-799614920176.003,10.7696198581912
-614048550281.344,8.48741314706847
-126657439120.71,11.4408985958587
-82121244046.2879,14.5448837926327
-351.377576646869,17.6194694424963
-332.953752272937,16.2022965176869
-683517727.213626,17.7760711609238
-1860416957230.91,16.5656498582716
-306.905716038718,15.5087277499901
-128.290246567397,9.82952400377513
-1109530662181.04,9.37936951138951
-1883826393968.71,10.8895946022665
-827809521942.188,8.54965800315455
-489193355313.267,13.9194076388718
-630309697.39852,18.4609559114475
-295.563185548055,20.0890732909389
-1111746905336.37,16.1626731330726
-2029661737941.75,15.7041334961299
-1263139382755.79,15.3689689612841
-3297165190497.81,8.73016504717783
-3044078162312.51,7.84896071916652
-11541962896778.1,0.46429216974464
-4272097471163.93,10.95509139039
-1084500558695.5,12.2091922554139
-269980835030.874,16.6048614367915
-316.631058528426,20.0403669201779
-2182135552069.56,15.2818552195431
-197704370415.088,19.9696529267899
-340.05012429089,15.8424838785112
-129.472226797074,10.5712831017126
-6532301626361.14,-2.38613110851726
-687343943645.271,6.13148760286464
-8355785896370.51,-3.45819930857083
-7245850993443.27,9.83689907313456
-633399979871.766,8.46201736740126
-204787559820.995,13.5194015773306
-330.137371371096,15.7448397487563
-378.237794135463,18.770133599374
-332.157876750543,13.3526399114539
-461195980900.731,10.1011239564703
-2384303846078.4,10.1873953257305
-8280211808206.44,-3.40673694798321
-5053797013965.21,-1.38256511891577
-1483632161227.56,9.87763242561757
-4624613100021.9,10.456223180175
-1617374923625.33,9.58264638063988
-1121405343945.78,14.0768327209317
-340.539843144457,16.0752521891756
-690905484247.384,13.2853343501695
-3658234896003.47,12.1228182968334
-2989759628394.79,11.4620995263399
-214728054820.694,15.4129885790539
-357.475394595633,16.1451149612966
-1045097362714.85,16.0771653670928
-40662062476.8528,15.7143464283178
-1254406802176.85,15.5748389523453
-2712442528217.47,8.53609011773759
-392722079844.445,16.1079460071016
-5813516854389.34,13.283671264712
-3973370978966.93,13.3967963307513
-5029445167859.35,15.3963849277872
-1775589295189.97,16.0205758548608
-383.752988699781,17.0110071775125
-324265161283.171,16.291651226046
-167763970998.971,15.9984725156901
-1290096014165.68,15.9779410904957
-3579412579807.65,13.0651596627087
-2400430195898.75,15.4307760610195
-1746607186908.98,16.6276582003446
-4914820494038.68,15.1928077761265
-333775033856.577,15.460197395941
-82742370922.2095,16.1533529741382
-63122917041.3779,17.4873980999732
-625289402264.132,17.6408294944046
-380986633942.127,17.2888904726263
-804544171603.65,16.3395362369585
-8207290502122.15,16.3326951817346
-1206076846.34878,17.2482880706857
-14533451.5752868,17.0767204214772
-796004985886.295,15.5121956155555
-355.656870717231,18.2614177884932
-56450614940.1264,20.0820551726044
-873035202179.777,15.0832844314817
-613578874186.253,15.3801051552998
-232515736090.572,15.9972120211311
-1048514864981.58,17.3780636146488
-252165306112.118,17.0693899859473
-458386622370.155,17.3291754257092
-1466227418396.17,16.6781131085185
-58939058628.7214,17.1032834273297
-451046375838.841,17.434414176237
-4951069324.91137,20.0589472386774
-4439106651920.15,15.7057432362615
-5312758313258.23,17.7366393134799
-6490982948.70363,20.0883259010856
-575696285108.788,15.4687252502519
-11784096343.574,15.4118109096204
-235831076715.1,15.8714213204814
-366766020164.386,16.8254040383549
-2281137252444.87,17.4193986759594
-315024002063.942,17.2054342538006
-673576270233.229,17.1855081190255
-729361333397.306,17.7213243927141
-377.303418647883,17.7960324812281
-63959744230.2214,19.2108335599996
-370.367019201364,17.8890340704492
-880558807772.079,19.1289159940666
-884484759.973667,20.0309030125512
-211318440.752684,19.3142716632813
-1209443517496.16,14.6876147518393
-355034060289.218,15.3807369699333
-583497939191.646,15.3674354757583
-213821666255.743,15.3873462501477
-22324801123.7928,15.8459857276125
-1044150967311.96,17.7924160505945
-51132632420.346,17.7992059563246
-1924650667.13686,18.0203033732791
-51566783693.629,19.2822865452058
-330.333137302877,19.3484569386713
-4215995794.58863,19.8830813571376
-579174887005.124,18.7438124621884
-3592627520609.41,16.1489199788856
-27062431769.4048,20.0839334973766
-4988227596984.33,20.0419074769589
-1327283713996.34,20.0809832799969
-2774175306267.26,15.3051594735727
-93.6194522769213,15.355500417366
-174441238206.943,14.374753241847
-948816913583.71,10.6278567421618
-720957776906.223,17.6330679856853
-342.139638845025,19.7011379174474
-336.814527073111,20.0684295694122
-333.087194053209,19.4348339750201
-330.431688560865,19.3522308467282
-176723075143.507,19.6864592447583
-68418293212.6139,20.0871303022947
-611499991470.434,17.1572426388866
-39426016255.3547,17.582558599597
-579553507493.111,17.1565639787885
-37521650314.3284,19.5069151019871
-1597525870633.91,20.0344180176224
-607197243495.028,14.5272896009905
-16082242787.9074,15.3863098120071
-974346229336.966,15.1179409690878
-3309563174435.85,13.3939536689405
-1430815348659.83,6.32796941721003
-760551996964.149,17.5742144213735
-340.596449560435,18.9221217938949
-351.782241726454,18.3154473155962
-356.494670174201,19.8063556473638
-313.034416258823,19.473122361263
-351.046048796665,19.3110673248313
-2180258848.69625,20.0185623922489
-2158518721.39872,18.736146098715
-10139979791066.3,16.4329119823243
-150360347648.604,17.8210043724754
-272136451234.004,19.4482727732668
-3523319263.61432,19.3174273191679
-1000275163619.32,19.5361217270682
-351.380758841314,19.3322313431057
-3857079697415.51,12.9689056352844
-195794514202.852,15.4032895297722
-41131203878.2618,14.1310355650679
-5298486658283.86,12.5989975248317
-858232707255.408,1.64558360005618
-506079524122.973,18.1768308637724
-373.665023001042,17.9717061176878
-80.0427102573107,16.0781068522255
-334.400659633925,17.9767603080747
-287.899107152666,20.443120524781
-313.925416556224,19.3356660106065
-350.921473088775,19.5280965642617
-391.192795094094,20.096611222246
-348.569441513643,18.9075743207066
-14333944242838.8,16.2438411713928
-7387293207211.55,17.7485242054074
-3330790010218.54,19.2103519777407
-366.661090604323,19.5095820230027
-276221649276.526,19.3788675461166
-1495226512784.02,12.4849002548986
-494648633943.299,15.4562685009969
-486292085817.937,14.733913992202
-917652753655.41,13.1206140080369
-4484198493555.27,-2.23777968677286
-4143654561509.84,16.8955989412887
-9770838768.66548,17.1407413344991
-183.027706384678,16.2143731409159
-248.864933333026,18.4659184376852
-338.997105092552,20.0566874082473
-339.476202746717,19.3748907610083
-359.504691572188,19.9947555244968
-43228012.6437941,20.0300614430151
-1910459702149.15,16.9977902849099
-954940987414.073,16.3477805237979
-1754231137999.91,17.8221400095606
-142667097039.887,18.9397368496536
-5093040751895.09,19.6921383172923
-366.962529945273,19.4003043822313
-57495938969.5755,19.3120240982296
-156662360435.948,19.3084046328302
-5455714911.62865,19.3085662104864
-4629856696894.62,12.6449792425678
-1240922534441.9,13.3811489683886
-207368817088.202,13.85694802293
-1262367929786.85,13.7340935965717
-343.856749059637,6.95705397049085
-1679328876084.55,16.0137470581831
-28701643337.3437,16.6682168160983
-306.493939949473,19.9621724311849
-340.462802322121,18.6756306373099
-287.345511192181,19.3760901144677
-338.156164864659,19.3616201512099
-1333238615.11287,18.7124747073473
-382576094098.455,19.356263500832
-382.350877534859,19.0725001829111
-8470891971.79102,17.1232282498177
-262075976250.784,18.1003534089543
-351.946759178362,19.967964732035
-793370692626.79,20.092139788372
-368.771144019691,19.5943810378314
-43855328027.247,19.3209338003091
-340.552818725775,20.1322098225882
-89583365590.4838,19.32113324093
-2155815716744.9,4.02603780689503
-2105648815453.46,12.3097705292887
-778751597208.81,15.3877700699503
-40744714758.2226,15.3097668192899
-327532814148.745,13.6489290795707
-337.652536501468,-0.645946599320824
-1322534105931.05,14.4110254666281
-1608389333036.5,16.1948114529282
-799397818383.602,16.1004677623113
-618996347776.18,16.8532195540887
-395.683917954017,17.387992629107
-337.277210670408,20.0116292554817
-124720352005.213,18.429668793202
-369.60207219247,19.3041272662664
-5807639448.32845,19.5656217255755
-90579460607.9466,17.3793795471646
-853251502541.986,17.2427382516203
-62803963289.089,19.1894088171731
-3321093637645.67,17.2008403709827
-65.1072625784984,19.6343525184315
-362.456056179525,19.3743408375004
-379.059798521746,19.5863900289839
-630728376429.138,19.3137902708591
-525488824475.654,19.3088109283286
-2297640739091.15,-2.4906394988673
-2138409580900.67,5.45035597509935
-307060253559.9,13.4337058986485
-1315686101201.1,11.1850650212073
-5440739900057.9,14.9732419754602
-1149374397413.39,15.2440544797803
-2841023883.67865,13.814296679336
-2807942285.81138,-12.0576316434572
-742830270.549166,9.28557605846514
-4371186266068.15,16.5564089303907
-2333325382090.82,16.3711425492916
-18946833648.2075,16.2273462674187
-369.848439981302,16.6724457058649
-363.234654932907,19.0574116612472
-39266366683.207,19.0256226189751
-80741995080.8606,19.6682448303815
-907493.335683472,20.0498063394501
-351.37906073658,19.9201774969469
-15027952570.6308,17.6089205647392
-255250559294.992,18.580471674928
-29738485771.5699,19.5377752616643
-186056524689.013,19.3430814034035
-461802384050.368,20.0303616428372
-368.829646217274,19.4480022650976
-53254995475.4485,19.3087739408797
-302660843.042283,19.3102091916917
-39523125114.7302,19.7499349617187
-159194226997.598,20.0257830226309
-7999228596.30411,20.0900657614129
-1834397.58591579,19.5510200637854
-5057183972732.22,-0.343555858938083
-2668848952290.24,8.47662743683308
-1029078196924.31,8.57221137471931
-932477472539.476,14.2543324794178
-2564771323280.52,12.4796560163023
-2563406709730.35,13.2303491435055
-5384477565676.2,-18.6820886878739
-224828623469.31,16.1424955912646
-25116479091044.4,16.159170928463
-1643948293380.24,16.4314442960392
-889500737543.165,16.7550725051038
-1246884067050.32,17.1743363560959
-75922257917.1855,17.0492621321983
-277034249156.714,17.3850303074983
-513318441631.618,20.069258947262
-252859070654.588,20.0896413090812
-370.712903912915,20.085624807189
-2246246860767.64,18.7552655212102
-2071675456927.65,19.4076986174181
-126443004366.983,18.6157250357328
-326898183789.986,19.2645656716697
-374442451222.013,20.089285718301
-711569840844.106,19.4474992716038
-351.424018811095,19.3323290691316
-3252493050750.85,19.3018676246233
-638299330953.797,20.0941601628832
-70090441885.9007,19.787656555688
-216215094421.886,19.8052955962098
-4719779589815.88,20.0654680719836
-279556119114.08,19.6442719018075
-538741949188.146,20.0927380503624
-194105956402.1,20.0469913848569
-4009492248386.55,19.7181897358196
-4319258666040.37,19.9662949460231
-6691342944863.94,20.0949800628831
-697564625017.59,19.6525500400151
-79490758258.5587,7.57744640401659
-16319171765.9199,10.79074072848
-433406002205.666,9.45260735301923
-626694961861.033,13.9704192478824
-14425221623.7325,12.2783413304832
-413919633698.906,12.9318270449104
-1218930218548.01,15.5498480360357
-663365855362.471,9.20484761640261
-229789486101.227,10.8476336829588
-1162924485875.64,14.3131181869107
-660106217696.725,12.4904577976432
-11766616346788.7,15.1471209284881
-26506923809067.5,8.46157106163647
-3923283369922.27,7.93164224307707
-1123131154734.21,16.5443885786818
-656136257794.205,18.3359813190991
-376.409057157037,19.4345385151384
-27047800508.8562,20.0941993465198
-773710771711.436,19.7579201958737
-188794592735.886,19.4225366883878
-398.05210314737,19.3879688255072
-314608104815.093,19.8941236925394
-377.282106642393,19.8201874242154
-886524136284.169,19.3197669774552
-420067677647.451,20.0964379980886
-300187059585.402,19.543086049796
-272584516671.088,20.009776028507
-4309322179478.25,19.5925563145247
-2313875491843.36,19.1097420454442
-2022594364980.76,19.900939714238
-81285571156.119,19.9952676759165
-33313552437.5969,19.9688507536482
-1475537580943.81,18.7635080791819
-853926059174.881,19.6756148519412
-358.425030276532,19.8124041320058
-314.505471459485,20.2798041380481
-31449779889.5042,20.7185589779597
-30236592234.625,8.58713035869374
-27320335576.6762,11.676303698545
-17645882628.9033,15.0968374794964
-2352140887559.38,12.2650662019963
-1093402147830.53,15.4799471079465
-2876917736430.98,16.0605118166368
-399045900678.486,15.6778032290807
-3013095542272.88,-2.14351678045788
-1766762026200.89,-12.5186947304545
-8780881717220.21,-24.669847132753
-4141402690358.16,12.2433178245436
-25326860355522.9,12.0051339409584
-9629036300438.46,8.50204552970912
-3907763739371.44,-9.5043593466676
-1764239035760.92,15.3787746005905
-316166683036.539,18.0183369341287
-377.25618952829,19.1116841307519
-178215017480.158,19.8862278453515
-491685891784.977,19.4158456842841
-2355842196376.01,19.8853277777509
-1701642606637.67,19.95767579665
-2353411176903.58,20.0937599692728
-2936645633.51638,19.6765960443581
-234.566821759743,20.0582797593845
-26758589325.2498,19.7399816689567
-2850355805363.17,19.9379471243588
-226418436269.284,19.7165547589364
-420297515476.308,19.8176158897891
-586490798233.276,19.5269831684024
-2463999737.49486,19.5903329624814
-370.707833018482,19.7594543069843
-927184346885.632,20.0559345217681
-1466499864060.91,19.146155445106
-4380243849029.55,17.9585491051544
-121.863048188322,19.3227459461465
-363.594989151949,20.8024673640808
-280.95566513922,21.3118133144503
-338.232070216473,23.2337258523871
-295.33853663808,23.0801493939279
-21747895036.5745,8.31672712318587
-1286169894.54964,11.0792690945802
-3318093493220.45,13.2326813363128
-2911411038743.51,12.4723125449704
-1148312246351.43,15.3679156505158
-801618622293.237,15.6979335864977
-6944580271.7102,16.2135540437001
-7337217003062.95,-21.8455981107515
-8078146547122.67,-19.451071152161
-9303295096733.2,-12.0894230992411
-8839499403139.08,15.3275821971026
-6500755346815.39,8.61344133248809
-15147427978703.6,3.48339823127897
-6526603929814.44,-12.8813770329828
-6637888921566.26,-13.6169437648828
-12856458197174,15.7378003938848
-119515736937.368,18.4582670033868
-206074199402.825,19.5415363449345
-237344220889.206,19.5732767786971
-391.511644071829,19.3172174923406
-359.047501497154,19.3707928939184
-2597419845639.58,19.3905317572685
-847164754851.178,19.6822978914173
-105389929704.549,20.0212922885901
-63875367035.8813,20.0943214514209
-1897716007656.94,19.6580969493254
-100759223946.858,19.3134100129724
-467190386459.641,19.315038907858
-99474608590.4466,19.3629010644367
-266708908511.804,19.3503366547616
-338.287720831722,19.3257070041366
-22046382846.0591,19.3539568475127
-328807048298.108,19.3143699908049
-28649863014.7811,19.8516359253611
-343786081458.836,19.4788608852992
-374.153240245146,20.0955997200578
-124313606.777422,20.3717415942548
-347.266274183725,22.0324813281858
-53.4204694596393,20.8146565857581
-326.046329743474,21.4467031473677
-502163300241.552,7.60663895757729
-7452566567322.98,9.75616768681253
-3262091137895.58,12.1331282484898
-5338528737583.63,9.03460662943689
-5935277043225.51,9.45726885896403
-3134311958683.15,-13.1061343864646
-6590380711803.1,-21.1949324277675
-8631825336363.69,-23.0089127314372
-6533440473486.36,-29.5057228573226
-2262140160439.55,13.2611667793048
-9198503024539.03,9.97717020210209
-5566180977361.32,-3.22926229379161
-30690224203849.8,14.804017571254
-20750612781578.8,13.7949123479675
-16270664691684.5,8.61618672892517
-3848223722344.83,17.691819497029
-100362726907.999,18.933437012167
-1490930412866.8,20.0837970825076
-41243957197.4654,19.8406202346562
-798851561762.971,19.7064688133974
-350.551840891982,19.3151052648317
-200493820066.594,19.597158601216
-368.922825954835,19.5322471068216
-147954369018.983,19.1923594628247
-128659130745.324,19.6324630682463
-8959341664537.91,19.7820507055002
-942202124175.603,19.3152513322237
-6310894337481.52,19.4631309933848
-15692851179.7165,20.0964453842785
-46140924077.226,19.939083399056
-11173479661.2767,19.9320648093955
-967511429951.86,20.0828838961562
-337.312087122001,20.0946251072793
-622388292143.988,19.6942673114988
-300.194616576456,19.3081715150074
-149.276228577799,19.4497056850449
-222.5479845628,22.0073552096145
-184.993817308334,20.8862878891325
-352.298104289873,21.2855022872986
-332.678478850285,20.2251923485475
-2168041290839.47,3.05906129997902
-1974170189615.69,10.1804398885592
-2205273330275.4,10.1388428784648
-14784872259450.2,11.1864443458254
-1240940261291.05,9.53851922485582
-2846827905585.6,9.74920714825922
-4322621358606.64,8.46171782271354
-2682526844824.61,14.970898210583
-125389185248.249,15.3691515540693
-1827939975547.49,-1.41578043126656
-5684756005737.3,-14.0396771854864
-10330971044754.4,10.1342072266981
-1346327901466.01,8.51575336297561
-14074383884566,9.66638423339661
-7649737201862.72,15.3746826163472
-19701723414632.2,15.2936145207923
-5893111919760.41,17.4534450684258
-160344535023.814,17.9587991535854
-56662486143.0832,18.928671576945
-351472907539.708,17.8694386209026
-958577747889.912,19.8595413094607
-238830694285.253,19.3401447232218
-759471344431.514,19.4999022440168
-170673514180.182,19.3543070658788
-752623878288.021,19.882529062194
-378.501255307711,19.259342999576
-350.406355349964,20.0247341057727
-546550887274.071,19.3092297468818
-3588772537135.11,19.866882657841
-906911063767.065,19.8029311367289
-47757081997.974,18.8446414940111
-379.784196414326,19.751005614183
-612763708022.929,20.0953340874388
-105491161087.984,20.0555744556723
-1271130116041.07,19.7845040310412
-360.312926404063,19.8168147023747
-59018538144.6226,18.9269340053158
-1027221983484.06,19.2756613889697
-373.80784807829,19.4030636804794
-488124680359.027,20.0819216375738
-314282743.132526,19.382083360012
-335.231245962887,21.2967939214965
-486428149247.069,19.5279940489432
-372.663169032691,20.0360448049313
-6308254606987.45,5.25722592837652
-843592028889.026,10.9486127901597
-9419219718644.8,10.9573403539647
-1628989333386.35,11.9389770173206
-6682272922881.79,8.89128601237532
-2468423021868.22,13.7632574980031
-3349336028984.29,14.0270885120726
-3642169232188.86,14.7712018851434
-2796789378152.74,14.2816461670887
-1880092502776.9,15.8749891697421
-3137222118978.78,16.2690402401884
-737290548324.138,15.6710918728509
-26311813751.507,16.5405623323138
-2147062875145,15.7507404933295
-3379082009288.3,17.0950895736015
-25346280987259,13.4495770761693
-8545763855495.21,-13.6521739331531
-20476967117528.1,12.9566858930239
-422359119570.01,18.0630239833537
-3701340868679.58,18.5287366510898
-399872966839.449,16.174221685725
-996329769093.02,19.4889157386389
-2929665.25117649,19.3592782376826
-95464479947.2141,19.4453547212772
-1184042820027.37,20.0576527766283
-338889723779.441,19.5953408239644
-1040422177985.74,18.0799085870211
-97257308069.2511,19.3697543399662
-1581669789285.02,20.0959793170004
-373.009372241288,19.3121913021965
-836461439824.174,20.085957157276
-623594549956.447,19.7560348985404
-7621754623.04389,19.8975268177763
-754988222980.102,20.0889390427497
-23604003904.3454,19.4513663266571
-391182543202.349,20.0434329516228
-160381018483.757,17.926792832843
-61084656168.7376,20.0956856773118
-145585884363.936,18.1980143464802
-378.391235591157,17.5526452956005
-95.6835138060965,19.895822120964
-1363485123.07333,20.0028886752543
-109521566663.38,17.4883121540899
-371.449868181452,19.8882495157282
-63293332049.2432,19.7066314247598
-1652813799.40009,19.768858688878
-374952632721.048,8.49108432132217
-2195782815985.71,8.69944226778996
-1655711378122.27,11.9607612331858
-2777277689610.29,12.4567882996747
-70187754912.3332,14.9455088544499
-356824322077.356,15.0547948113762
-315470691871.067,15.2826888516531
-148405028742.011,15.3151815466204
-1336835473563.87,15.8128675441387
-343652685831.112,15.4519429602034
-264288262679.174,15.5281727998162
-138104613532.029,15.7504668889581
-19511246972767.5,13.2885396290854
-18038031228148.1,10.7609342632839
-15119036778882,-12.9961169650479
-6679973483367.7,-12.1493075599043
-5321759336897.46,-13.4844200773705
-145042259412.607,17.4825349147969
-606229740878.935,19.0969898221443
-455655017875.016,19.6327006374648
-364403865422.487,19.1237194314671
-27331027088.734,18.8404831988225
-3966700295168.1,19.7192256203353
-221390786036.427,19.3350151703882
-225708660211.335,20.0194990000819
-2082365533497.4,20.0634612193797
-2180258289981.98,18.5773261656419
-511806498155.224,19.8547225295407
-516095439217.047,19.9276326066511
-21010507507.2361,19.9586400260043
-223626046.943276,19.8690366964387
-618700809908.198,20.0910065532705
-356.462641224146,19.687710745889
-1008863627058.39,20.0934436382929
-365.150551067379,19.8392153661091
-101575601677.606,19.0820336649726
-233.133843344334,19.3241474320891
-23079857241.4969,20.085335114745
-16667493655.1334,19.7585172246724
-4018089460377.89,16.3053567246001
-966538010426.539,16.5817198213392
-418486577418.696,17.9675569014512
-258312833555.021,18.4284056861586
-373.636663912514,20.0381308982793
-313.053903264262,19.5598697108306
-316.733447772243,19.8112617684614
-130021609600.424,9.57534277358163
-1778169272637.86,8.46267312591542
-4669967271263.6,11.9717995785897
-3264552177064.91,11.8349935590767
-178132224257.123,15.3291045267259
-360929752621.34,14.9817502816141
-5792793684428.1,15.0206909467361
-558334860651.989,15.2330454711689
-2588502809142.47,15.516271924815
-2616909443239.67,15.4651972314193
-517446628183.183,15.3703860605159
-805115761591.238,15.634644228371
