"id" "tau1" "tau2" "tau3" "rf" "rs" "u"
1839 8.5277513 340.96784 1552.9267 0.050063303 0.34764116 0.561072433128235
1840 8.0769588 289.41992 1432.8568 0.044173274 0.30876164 0.525791910269084
1841 7.255149 260.92265 1308.9189 0.05104493 0.29833031 0.64317172502945
1842 7.0372533 262.20494 1305.4565 0.047555188 0.30777385 0.629124070653828
1843 6.5341562 249.32261 1271.1713 0.048016553 0.30373677 0.630689650727462
1844 6.449923 255.07643 1306.3708 0.051567423 0.29560054 0.849451373746804
1845 5.9027764 289.43019 1341.4032 0.04601824 0.33775506 0.939895275958146
1846 5.6765031 223.30597 1328.0961 0.055914067 0.26516091 0.847133166406877
1847 5.3722696 248.63551 1221.8273 0.048586387 0.32250318 0.67586244258276
1848 5.9237706 244.12814 1292.3957 0.049163165 0.29652995 0.802829857157763
1849 7.078593 260.20515 1330.9998 0.065003744 0.27868374 0.485430787308134
1850 7.0337888 258.87376 1334.7908 0.066095284 0.27109044 0.442955887149394
1851 6.4136652 214.76795 1077.8195 0.071708774 0.26540107 0.43647182770131
1852 5.7760812 123.36308 864.17357 0.10468296 0.18751468 0.380338734052558
1853 5.0881664 185.50106 963.76715 0.069263307 0.27606201 0.426191521096002
1854 4.4358329 228.53883 1264.0844 0.055872231 0.30776614 0.433783703445871
1855 3.9271317 215.02639 1239.6201 0.051603974 0.30761922 0.549268212683439
1856 3.2813255 192.74218 1191.3347 0.047816632 0.31308989 0.53682040262818
1857 3.2573077 146.88246 1136.0586 0.057649931 0.24042128 0.620590235721049
1858 2.8534132 190.67304 1181.491 0.042320439 0.31551124 0.690984768485946
1859 2.1572237 121.37259 794.24009 0.037889006 0.29098404 0.941246904057611
1860 1.7937738 188.34183 1058.3836 0.021735513 0.3722912 0.828079038133268
1861 1.9032717 116.51174 500.41991 0.037312705 0.40168812 0.870701614971859
1927 11.715524 351.91452 1303.7016 0.08981656 0.23091385 0.0159713654861636
1928 12.478937 345.72608 1390.1861 0.083362691 0.29938559 0.162149049182057
1929 12.150434 327.15166 1334.4166 0.082252073 0.29428504 0.273790245615528
1930 10.878361 342.34157 1452.6583 0.075583623 0.31475251 0.160134597869141
1931 11.157751 258.67045 1203.6 0.089737759 0.27343285 0.437226524665456
1932 10.336642 328.13791 1417.6772 0.055187466 0.33185572 0.405709990610353
1933 9.9533592 313.18362 1485.7043 0.059390835 0.32735789 0.494908276227495
